82615,dataset/03_train37/,refinenet50,100,0.6244271,0.6224221,0.6211729,0.6124695,0.6009237,69000,130000,58000,88000,115000
82615,dataset/03_train37/,refinenet50,100,0.7662693,0.7636659,0.7634520,0.7632324,0.7624021,105000,137000,114000,82000,83000
